# run=4 commit=106a783315ba66bf0027d97414cffd4c67ee8a59 date=2026-08-31
match	challenge-131/jaldhar-h-vyas/raku/ch-1.raku
skip-rakudo-fails	challenge-131/jaldhar-h-vyas/raku/ch-2.raku
match	challenge-371/0rir/raku/ch-1.raku
match	challenge-371/0rir/raku/ch-2.raku
skip-rakudo-fails	challenge-371/arne-sommer/raku/ch-1.raku
skip-rakudo-fails	challenge-371/arne-sommer/raku/ch-2.raku
match	challenge-371/athanasius/raku/ch-1.raku
match	challenge-371/athanasius/raku/ch-2.raku
skip-rakudo-fails	challenge-371/davidsmith3/raku/ch-1.raku
skip-rakudo-fails	challenge-371/davidsmith3/raku/ch-2.raku
skip-rakudo-fails	challenge-371/feng-chang/raku/ch-1.raku
match	challenge-371/feng-chang/raku/ch-2.raku
match	challenge-371/feng-chang/raku/test.raku
match	challenge-371/jaldhar-h-vyas/raku/ch-1.raku
match	challenge-371/jaldhar-h-vyas/raku/ch-2.raku
match	challenge-371/mark-anderson/raku/ch-1.raku
match	challenge-371/mark-anderson/raku/ch-2.raku
match	challenge-371/mohammad-anwar/raku/ch-1.raku
match	challenge-371/packy-anderson/raku/ch-1.raku
match	challenge-371/packy-anderson/raku/ch-2.raku
match	challenge-371/roger-bell-west/raku/ch-1.p6
match	challenge-371/roger-bell-west/raku/ch-2.p6
match	challenge-371/ulrich-rieke/raku/ch-1.raku
match	challenge-371/ulrich-rieke/raku/ch-2.raku
match	challenge-372/0rir/raku/ch-1.raku
match	challenge-372/0rir/raku/ch-2.raku
skip-rakudo-fails	challenge-372/arne-sommer/raku/ch-1.raku
skip-rakudo-fails	challenge-372/arne-sommer/raku/ch-2.raku
match	challenge-372/athanasius/raku/ch-1.raku
mismatch	challenge-372/athanasius/raku/ch-2.raku
skip-rakudo-fails	challenge-372/davidsmith3/raku/ch-1.raku
skip-rakudo-fails	challenge-372/davidsmith3/raku/ch-2.raku
skip-rakudo-fails	challenge-372/feng-chang/raku/ch-1.raku
skip-rakudo-fails	challenge-372/feng-chang/raku/ch-2.raku
match	challenge-372/feng-chang/raku/test.raku
skip-rakudo-fails	challenge-372/jaldhar-h-vyas/raku/ch-1.raku
skip-rakudo-fails	challenge-372/jaldhar-h-vyas/raku/ch-2.raku
match	challenge-372/mark-anderson/raku/ch-1.raku
match	challenge-372/mark-anderson/raku/ch-2.raku
match	challenge-372/mohammad-anwar/raku/ch-1.raku
match	challenge-372/packy-anderson/raku/ch-1.raku
skip-nondeterministic	challenge-372/packy-anderson/raku/ch-2.raku
match	challenge-372/roger-bell-west/raku/ch-1.p6
match	challenge-372/roger-bell-west/raku/ch-2.p6
match	challenge-372/ulrich-rieke/raku/ch-1.raku
match	challenge-372/ulrich-rieke/raku/ch-2.raku
match	challenge-372/zapwai/raku/ch-1.raku
match	challenge-372/zapwai/raku/ch-2.raku
match	challenge-373/0rir/raku/ch-1.raku
match	challenge-373/0rir/raku/ch-2.raku
skip-rakudo-fails	challenge-373/arne-sommer/raku/ch-1.raku
skip-rakudo-fails	challenge-373/arne-sommer/raku/ch-2.raku
match	challenge-373/athanasius/raku/ch-1.raku
match	challenge-373/athanasius/raku/ch-2.raku
skip-rakudo-fails	challenge-373/davidsmith3/raku/ch-1.raku
skip-rakudo-fails	challenge-373/davidsmith3/raku/ch-2.raku
